video_id,Label,Description,Excerpt,Issue,Importance
TrQMtoASFUs,End Sanctuary Cities,Trump promises to send Congress a bill to ban all Sanctuary cities in the country.,I will send Congress a bill to ban all Sanctuary cities in our country including Denver.,Illegal immigration and local governance,7
TrQMtoASFUs,Remain in Mexico Policy,Trump vows to restore the 'Remain in Mexico' policy for asylum seekers.,I will restore remain in Mexico remember I got it done with the Mexican Government remain in Mexico.,Immigration policy,7
TrQMtoASFUs,Title 42 Medical Rejections,Trump promises to bring back Title 42 to reject medically unfit immigrants.,I will bring back title 42 medical rejections people come in they're very sick very sick they're coming into our country.,Public health and immigration,6
TrQMtoASFUs,Largest Deportation Operation,Trump pledges to begin the largest deportation operation in U.S. history.,We will begin the largest deportation operation in the history of the United States.,Illegal immigration,9
TrQMtoASFUs,American First Policies,"Trump promises to prioritize American citizens, children, patients, taxpayers, workers, and communities.",We will put American citizens first American Children First American Patients First American taxpayers first American workers first and American communities first.,Nationalism and economic policy,8
TrQMtoASFUs,Energy Independence,Trump vows to make America energy independent again.,We were energy independent now we're buying our oil from Venezuela and other countries.,Energy policy and independence,7
ymVTdqCduFY,Defeat Inflation,Trump promises to quickly defeat inflation and make America affordable again by unleashing American energy and cutting energy prices in half within 12 months of taking office.,with your vote of this election we will quickly defeat inflation and we will make America affordable again because you have such a problem on day one I will unleash we will unleash American Energy and I will cut your energy prices in half 50% I'm going to cut them within 12 months of taking office,Inflation and high energy prices,9
ymVTdqCduFY,Tax Cuts for Workers,"Trump promises to implement large tax cuts for workers, including no tax on tips and overtime, to support hardworking people, especially in Nevada.",we're going to have very large tax cuts for workers and especially to help the hardworking people of Nevada we will this is to this one no tax on tips no tax on overtime no tax on tips think of that no tax on overtime,High taxes on workers,8
ymVTdqCduFY,Secure the Border,"Trump promises to close the border, stop the invasion of illegals, and begin the largest deportation operation in U.S. history.",on day one I will close the border I will stop the invasion of illegals into our country and we will begin the largest deportation operation in the history of the United States,Illegal immigration and border security,10
ymVTdqCduFY,Energy Independence,Trump promises to make America energy independent and the dominant energy producer in the world by fracking and drilling.,we will quickly become energy independent as we were before and make America the dominant energy producer in the world by far we will Frack Frack frack and drill baby drill get our prices down,Energy dependence and high energy costs,9
ymVTdqCduFY,Support for Police,"Trump promises to crush violent crime and give police the support, protection, resources, and respect they deserve.",I will crush violent crime and give our police the support protection resources and respect they so dearly they dear look you know that they dearly deserve it,Violent crime and lack of support for police,8
ymVTdqCduFY,Military Strength,"Trump promises to strengthen and modernize the military, build a missile defense shield, and eliminate the woke military culture.",We will strengthen and modernize our military we will build a missile defense Shield all made in the USA and we will not have they woke military,Military readiness and woke culture,7
ymVTdqCduFY,Economic Boom,Trump promises to deliver the biggest economic boom in American history by implementing pro-American trade policies and reducing taxes.,I will deliver the biggest economic boom in American history it's going to be the biggest take a quick look you see what that says,Economic stagnation and high taxes,8
ymVTdqCduFY,Healthcare and Social Security,Trump promises to protect Medicare and Social Security with no cuts and ensure no benefits for illegal immigrants.,I will protect Medicare and Social Security with no cat Cuts we're going I can have any cuts and we're not going to raise the age she's going to raise the age by seven years on Social Security we're going to have no Cuts whatsoever,Threats to Medicare and Social Security,9
ymVTdqCduFY,Education Reform,Trump promises to support universal school choice and remove critical race theory and transgender policies from schools.,I will support Universal school choice very import and we will get critical race Theory and transgender Insanity the hell out of our schools,Education system and controversial policies,7
ymVTdqCduFY,Election Security,Trump promises to secure elections and ensure they are fair and free from fraud.,and we will secure our elections under the Trump Administration we will put American citizens first,Election integrity and security,8
whRbWRFv0mw,Eliminate Taxes on Overtime,"Trump promises to eliminate taxes on overtime work, allowing workers to keep more of their earnings.",as part of this immediate plan to help our economy recover from this disastrous economic policies from the Biden Administration Harris Administration president Trump has pledged to eliminate taxes on so that Americans can keep more money in their [Applause] pockets,High taxation on overtime earnings,8
whRbWRFv0mw,No Tax on Tips,"Trump proposes to eliminate taxes on tips, allowing service workers to retain more of their income.",I said what do you think of the idea of no tax un tips because it just seems like very hard money to get for the government and you know maybe you should be uh entitled,Taxation on service industry tips,7
whRbWRFv0mw,Reduce Energy Costs,Trump promises to reduce energy costs by 50% within the first year of his administration.,we're going to get your energy cost down by 50% within the first 12 months and when that happens everything's going to follow it and I think you're going to be in very good shape,High energy costs,9
whRbWRFv0mw,Secure Borders,"Trump pledges to secure the borders and prevent illegal immigration, which he claims is taking jobs from American citizens.",let me tell you uh what is happening at the border because it's affecting you probably more than anybody else African-Americans Hispanic Americans people are pouring in and taking your jobs and your jobs are being taken,Illegal immigration and border security,10
whRbWRFv0mw,Rebuild the Economy,"Trump aims to rebuild the economy by reversing the policies of the Biden administration, which he claims have led to economic decline.",we need to make America's future great again today we are joined by some very special guest president Donald J Trump thank you every [Music] thank you thank you thank you everybody,Economic decline under the current administration,9
whRbWRFv0mw,Support for Small Businesses,"Trump promises to support small businesses by reducing regulations and taxes, fostering an environment for growth.",we cut taxes and regulations for Hispanic owned small businesses and people and now we did this for everybody and everybody did better but Hispanic Americans did just right at the top,Challenges faced by small businesses,8
whRbWRFv0mw,Parental Rights in Education,"Trump promises to restore and strengthen parental rights in education, opposing policies that he claims undermine these rights.",we're going to stick up for the parents in other words that they could come and take your child and do things to your child that nobody can believe they're allowed to do nobody can even believe it,Parental rights in education,7
whRbWRFv0mw,Reduce Inflation,"Trump aims to reduce inflation, which he claims has been exacerbated by the current administration's policies.",yesterday the CPA CPI uh index came out hotter than expected at 2.4% and this is on top of year after year and in uh we've had over the years 5.4% inflation,High inflation rates,9
Sc3Lt_xWzUY,Economic Revitalization,"President Trump promises to turn the country around from the broken Democrat policies, focusing on economic issues such as high gas, grocery, and housing costs.",we need president Trump to turn this country around from the broken Democrat policies that have taken root in our nation,Economic challenges including high costs of living,8
Sc3Lt_xWzUY,Border Security,President Trump aims to address the issue of illegal immigration by securing the Southern border.,our Southern border is sitting wide open as Millions enter our country illegally,Illegal immigration and border security,9
Sc3Lt_xWzUY,Crime Reduction,President Trump plans to tackle the issue of rising crime rates in communities.,crime is Rippling through our communities,Increasing crime rates,7
Sc3Lt_xWzUY,Republican House Majority,The campaign promises to secure a GOP House Majority to help implement Trump's agenda.,we will be the reason president Trump has a GOP House Majority to help him Implement his agenda,Political support and legislative power,6
Sc3Lt_xWzUY,Voter Engagement and Registration,"The campaign focuses on increasing Republican voter registration and engagement, particularly in diverse communities.",president Trump's popularity here has helped us register new Republican voters in every single County,Voter registration and engagement,5
Sc3Lt_xWzUY,Ballot Harvesting,The campaign promises to aggressively engage in ballot harvesting to compete with Democrats.,we need to make sure we aggressively ballot Harvest because these are the rules that the Democrats have given us here in Cali California,Election strategies and voter turnout,4
Bvrj_hxD-_c,Economic Recovery,"President Trump promises to restore the economy to its former strength, focusing on supporting business owners and the working class.",we used to have a wonderful economy under President Trump Administration,Economic decline and inflation under the current administration.,9
Bvrj_hxD-_c,Border Security,President Trump promises to secure the U.S. borders to prevent illegal immigration and ensure national safety.,we cannot have the safe country without a secure border,Increased illegal immigration and border insecurity.,8
Bvrj_hxD-_c,Education Reform,President Trump promises to improve the education system for the benefit of future generations.,only President Trump has enough love for our children to make education good again,Deteriorating education standards.,7
Bvrj_hxD-_c,Peace and Stability,"President Trump promises to maintain peace and prevent wars, as was the case during his previous administration.",the world has no war under President Trump Administration,Global instability and potential conflicts.,6
Bvrj_hxD-_c,Support for Legal Immigration,President Trump promises to support legal immigrants who follow the rules and contribute to the American dream.,we legal immigrants must follow the rules and do not break any guideline,Illegal immigration and the undermining of legal immigration processes.,7
yNUZAPpCOnw,Energy Independence,Restore energy independence to reduce prices and strengthen national security.,then the minute you took over you took away our energy Independence you made prices Skyrocket,Loss of energy independence and rising energy prices.,8
yNUZAPpCOnw,Border Security,Strengthen border security to prevent illegal immigration and ensure national safety.,what the hell happened to the Border we've allowed over 15 million illegals in,Increased illegal immigration and border security concerns.,9
yNUZAPpCOnw,Economic Stability,Address economic issues such as inflation and debt to improve the financial well-being of citizens.,from the economy skyrocketing inflation the Border woke Dei training in our military,Skyrocketing inflation and economic instability.,8
yNUZAPpCOnw,Military and Education Reform,Remove woke DEI training from military and schools to focus on core values and education.,woke Dei training in our military that's not what we need in the military in our schools,Woke DEI training in military and schools.,7
yNUZAPpCOnw,Support for Veterans and First Responders,Provide better support and recognition for veterans and first responders.,do we have any veterans active duty military and First Responders in the crowd can we give them a round of applause,Lack of support and recognition for veterans and first responders.,6
yNUZAPpCOnw,COVID-19 Response,Criticize the handling of the COVID-19 pandemic and propose a better response strategy.,thousands of people lost their livelihood thousands of people killed themselves over the co BS that you locked down,Poor handling of the COVID-19 pandemic and its consequences.,7
yNUZAPpCOnw,Support for American Citizens,Prioritize aid and resources for American citizens over illegal immigrants.,we can't even take care of our own American citizens from Florida to Asheville or out in Maui Hawaii or at East Palestine because we gave all the damn money to illegal aliens,Misallocation of resources favoring illegal immigrants over citizens.,8
PlLqK3HOQpc,Peace and Stability,Trump promises to restore peace and stability globally by strengthening America's position and ensuring allies contribute fairly.,four years ago when Donald Trump left office the world was at peace and America was strong today under Biden Harris America appears to be weak,Global peace and stability,9
PlLqK3HOQpc,Middle East Peace,"Trump aims to continue fostering peace in the Middle East, building on the success of the Abraham Accords.",Israel was safe we had the historic Abraham Accords everyone said don't I was in part of those NE negotiations everyone said don't try and bring peace to the Middle East it'll never happen,Middle East peace,8
PlLqK3HOQpc,Strengthening National Security,Trump plans to enhance national security by electing supportive congressmen and avoiding unnecessary impeachments.,our national security is dependent on getting these California congressmen elected so that President Trump can have people to work with on the hill and they're not trying to impeach him on day one,National security,7
PlLqK3HOQpc,Peace Through Strength,"Trump advocates for a strong military presence to ensure peace, suggesting that strength deters aggression.",we'll have peace because we'll be strong peace through strength works,Military strength and deterrence,8
PlLqK3HOQpc,Support for Allies,"Trump promises to ensure that allies, like the Philippines, are protected and that treaties are respected.",the Chinese are sending their warships and their planes into the territorial Waters of Japan Taiwan South Korea and the Philippines,Support for international allies,7
En6vrSH9LuY,Clean Up Washington DC,Donald J Trump promises to clean up Washington DC by addressing corruption and inefficiencies.,someone is coming to Washington DC to clean the place up and his name is Donald J Trump,Corruption and inefficiencies in Washington DC,9
En6vrSH9LuY,Expose and Destroy the Deep State,"Trump aims to expose and dismantle the Deep State, which is seen as a corrupt and manipulative force within the government.",the two-tier system of justice is the Deep State's Wrecking Ball and operational arm of choice and we need to destroy it,Deep State corruption and manipulation,8
En6vrSH9LuY,Accountability for Russian Collusion Investigation,"Trump promises to bring accountability to those involved in the Russian collusion investigation, which he claims was based on lies.",this whole Russian collusion Washington DC mess started with a bunch of people who were lying to you,Misconduct in the Russian collusion investigation,7
En6vrSH9LuY,Rescue Hostages Without Concessions,Trump pledges to continue rescuing hostages without making concessions to foreign powers.,he rescued more than 50 hostages and detainees around the world that's more than every president before him combined,Hostage situations and foreign policy,8
En6vrSH9LuY,Peace and Security,Trump promises to bring peace and security by addressing international conflicts and ensuring the safety of American citizens.,we will not only have peace but we will bring every single American home,International conflicts and American safety,9
En6vrSH9LuY,Promote American Unity,"Trump aims to promote unity among Americans, focusing on shared national identity rather than divisions based on race or other factors.",the only damn label I care about the only label that President Trump cares about is I am an American,National unity and identity,7
gIabmQwrCKI,Energy Independence,Trump promises to restore energy independence by increasing domestic oil production and reducing reliance on foreign oil.,four years ago under President Trump we had energy we were an energy independent nation we had cheap gas we were actually exp exporting oil to our allies and our friends today Putin is making money hand over fist selling oil that he uses to pay for his Soviet style comeback war that he has with Ukraine and while we're shutting down our pipelines over here and capping our wealth and begging Saudi Arabia and Venezuela to pretty please will you please sell us some oil we're kind of short right now today,Energy and Oil Dependency,9
gIabmQwrCKI,Inflation Control,Trump promises to reduce inflation and bring it back to the low levels seen during his previous term.,when Trump when he left office inflation was under 2% that's like nothing was free money almost today all you got to do is go to the grocery store go to the gas station go to the department store there's evidence enough right there that we know that that fair tale called Harris Biden namx just doesn't work,Economic Stability and Inflation,8
gIabmQwrCKI,Middle East Peace,"Trump promises to continue efforts towards achieving peace in the Middle East, building on the Abraham Accords.",peace in the Middle East Trump actually was right on the verge of accomplishing the Abraham Accords that would have recognized Israel by Saudi Arabia and other Middle East Nations and would have had us on the road to peace that we have been so trying to get to since the Biblical times of ishmail and Isaac,International Relations and Peace,7
gIabmQwrCKI,Secure Borders,Trump promises to secure the U.S. borders and continue building the wall to prevent illegal immigration.,four years ago we had a secure border we were on our way to even doing more and having a wall that's what a nation is it's has a wall Every Other Nation on Earth has got one but I guess it's like voter ID you don't need it in this country for some reason,Immigration and Border Security,10
gIabmQwrCKI,Legal Immigration Pathways,"Trump promises to create pathways for legal immigration, allowing immigrants to come to the U.S. the right way.",when Trump was elected she was in fear that she was going to be sent back to her country to to Mexico I told her I said Josie no you're not that's not what he's talking about he wants people to come here the right way I'm going to become your sponsor and so we started it right now she has her green card today and she's so wants to get her citizenship before so she can vote for Donald Trump,Immigration Reform,6
Q6RAUCcraCk,Secure Borders,Trump promises to secure the borders to prevent illegal immigration and ensure safety for American citizens.,just support the Americans over the illegals and just support Donald Trump and the Republicans over the Communist socialist tyrants led by KLA Harris,Illegal immigration and border security,9
Q6RAUCcraCk,Support Law Enforcement,Trump pledges to support the police over criminals to ensure law and order.,just support the police over the criminals,Law enforcement and crime,8
Q6RAUCcraCk,Military Restoration,Trump promises to restore the 8600 purged military personnel with full rank and back pay.,we have to remember those 8600 Patriots who were purged from our military Donald Trump and I will not rest until they are restored with full Rank and back pay,Military personnel and veterans,7
Q6RAUCcraCk,Economic Prosperity,"Trump aims to bring prosperity at home through low prices, cheap energy, and affordable housing.",Trump will bring us prosperity at home and peace in the world,Economic growth and stability,8
Q6RAUCcraCk,Unifying Agenda,"Trump offers a unifying agenda that benefits all Americans, regardless of political affiliation.",president Trump offers the most unifying agenda because it's our ideas that are good for everyone,National unity and bipartisanship,6
Q6RAUCcraCk,Educational Autonomy,"Trump supports educational autonomy, allowing teachers to assign homework without interference in gender and sexual identity matters.",in Florida we let the third grade teacher assign the homework not the gender and the sexual identity for the children,Education and parental rights,5
3j60tj9Qd1o,End Inflation,Donald J Trump promises to end inflation as soon as he takes office.,as soon soon as he takes that oath of office he is going to end the inflation,Inflation,9
3j60tj9Qd1o,Stop Job Outsourcing,Trump pledges to end the theft of jobs and stop outsourcing and offshoring.,he is going to end the theft of our jobs he's going to end the Outsourcing and the offshoring,Job Outsourcing,8
3j60tj9Qd1o,End Crime Wave,Trump promises to end the crime wave affecting communities.,he's going to end the crime wave,Crime,8
3j60tj9Qd1o,Stop Migrant Invasion,Trump vows to end the migrant invasion of the country.,he is going to end the migrant invasion of our [Applause] country,Immigration,9
3j60tj9Qd1o,Fight for Americans,"Trump promises to fight for American families, children, and the country.",he will fight for your families he will fight for your children he will fight for your country,American Families and Values,7
Te_7LKszYvY,End Migrant Invasion,Trump promises to end the migrant invasion and restore the country by stopping the influx of illegal immigrants and criminal gangs.,when I win on November 5th the migrant Invasion ends and the restoration of our country begins right,Illegal immigration and border security,9
Te_7LKszYvY,Restore Law and Order,Trump pledges to restore law and order by removing criminal gangs and ensuring safety for American citizens.,we'll put these vicious and bloodthirsty and that's what they are they're bloodthirsty criminals we'll put them in jail we will get them out of our country we'll get them out fast,Crime and public safety,8
Te_7LKszYvY,Economic Revival,"Trump aims to usher in a new golden age of American success, focusing on economic growth for all citizens.",we're going to usher in a new golden age of American success for the citizens of every race religion color and Creed,Economic growth and prosperity,7
Te_7LKszYvY,Secure the Border,Trump promises to secure the border by closing it and stopping the influx of illegal immigrants and drugs.,I said close the border and the Border was closed and then we had the best numbers in the history of our country at the border,Border security and immigration control,10
Te_7LKszYvY,Support Law Enforcement,"Trump pledges to support law enforcement agencies, including Border Patrol and ICE, to ensure they can do their jobs effectively.",I will always stand with the incredible men and women of border patrol,Support for law enforcement,8
Te_7LKszYvY,Economic Policies for Workers,"Trump promises tax cuts for workers, including no tax on tips, overtime, and Social Security benefits.",we will have large tax cuts for workers we're going to have beautiful additional tax cuts including no tax on tips no tax on overtime and no tax on Social Security benefits for our seniors,Tax relief and economic support for workers,7
Te_7LKszYvY,Manufacturing and Jobs,Trump aims to turn the US into a manufacturing superpower by incentivizing companies to produce domestically.,I will stop Outsourcing and turn the us into a Manufacturing superpower,Job creation and manufacturing,8
Te_7LKszYvY,Military Strength,"Trump promises to strengthen and modernize the military, ensuring it remains a powerful force.",We will strengthen and modernize our military,National defense and military strength,7
Te_7LKszYvY,Energy Independence,Trump pledges to make the US energy independent again by promoting fracking and drilling.,we will immediately Frack Frack frack and drill baby drill,Energy independence and resource management,8
Te_7LKszYvY,Election Security,Trump promises to secure elections and ensure their integrity.,we will secure our elections one for and they will be secure once and for all,Election integrity and security,9
WXqK3ovXRvc,Lower Interest Rates,Trump promises to bring down interest rates to make homeownership affordable again.,we're going to get interest rates brought way down you know we were we had interest rates at 2% and now they're 10% and you can't get the money we had 2% and there was plenty of money for everybody,High interest rates making homeownership unaffordable.,8
WXqK3ovXRvc,Energy Independence,Trump promises to increase domestic energy production to lower energy costs.,we're going to drill baby drill we're going to have so much energy and we're going to bring prices down because you know your prices are up,High energy costs affecting the economy.,9
WXqK3ovXRvc,No Tax on Social Security Benefits,Trump promises to eliminate taxes on Social Security benefits for older people.,no tax on Social Security benefits for the older people for those I guess you know somebody said oh he's got a conflict of interest cuz he benefits by that I'll give mine up if I save tax,Financial burden on older people due to taxes on Social Security benefits.,7
WXqK3ovXRvc,Border Security,Trump promises to close the border tightly and ensure legal immigration.,we're going to close that border so tight it's going to be closed and and I said the two things I'm going to do first we're going to close that border and people are going to come in you want people to come in we need people to come in people are going to come into our country legally,Illegal immigration affecting American jobs and safety.,10
WXqK3ovXRvc,Support for Gold Star Families,Trump promises to set up a commission to investigate the deaths of military personnel.,in the first week we will set up a commission we're going to find out because so many people in your same position they want to know what happened why did it happen to their son or daughter and we're going to do that within the first week,Lack of answers for families of fallen soldiers.,6
WXqK3ovXRvc,Reduce Inflation,Trump promises to reduce inflation by addressing energy costs and other economic factors.,we're going to get the prices down because the damage has been done if we had no inflation now such damage has been done the highest in my opinion the biggest inflation in the history of our country,High inflation affecting the cost of living.,9
WXqK3ovXRvc,Support for Small Businesses,Trump promises to reduce costs for small businesses by lowering energy costs and simplifying regulations.,we're going to get number one your utility course you heard me said before your cost will be down and we're getting rid of all the El if you want electric great and if you want gas great,High operational costs for small businesses.,7
WXqK3ovXRvc,Military Strength,Trump promises to maintain a strong military to ensure national security.,we want a strong military I rebuilt our entire military and we want a strong military and ideally a strong military that we don't have to use is that even better,National security and military readiness.,8
WXqK3ovXRvc,End Russia-Ukraine War,Trump promises to negotiate an end to the Russia-Ukraine conflict.,I'm going to negotiate that thing out that is now a death trap you have cities that are all down those gorgeous golden domes those magnificent domes are laying on their side all busted up,Ongoing conflict between Russia and Ukraine.,7
Bdss2FaxpzE,Defeat Inflation,"Trump promises to quickly defeat inflation and bring down energy prices, making America affordable again.",Starting on day one I will quickly defeat inflation and we will we're going to bring down the energy prices fast fast liquid go and we will make America affordable again.,Inflation and high energy prices,9
Bdss2FaxpzE,Create Jobs and Raise Wages,"Trump promises to create millions of new great-paying jobs, raise wages, and reduce taxes.",With your vote we will create millions of new great paying jobs wages will sort your taxes taxes are going to fall you saw that your net worth Will Skyrocket America will be confident again.,Job creation and wage increase,8
Bdss2FaxpzE,End Illegal Immigration,"Trump promises to end illegal immigration, deport criminal migrants, and restore American sovereignty.",Immediately upon taking the oath of office I will launched the largest deportation program in American history after do I will rescue every town across America that has been invaded and conquered.,Illegal immigration and border security,10
Bdss2FaxpzE,Support Law Enforcement,"Trump promises to restore law and order, support police, and indemnify them against wrongful accusations.",We will restore Law and Order In America but here's what to do it you have to do one thing I don't want your money I don't want anything I just want you to get out and vote and get your friends to vote.,Law enforcement and public safety,8
Bdss2FaxpzE,Rebuild the Military,"Trump promises to strengthen and modernize the military, including building a missile defense shield.",We will strengthen and modernize our military we will build a missile defense Shield all around our country and it'll be made right here.,Military strength and defense,7
Bdss2FaxpzE,Protect Second Amendment,"Trump promises to defend the right to keep and bear arms, ensuring the Second Amendment is protected.",I will defend religious liberty your right to free speech and the right to keep and bear arms and the Second Amendment is under siege you know that the Second Amendment is under siege it will not be four years it was under siege.,Gun rights and Second Amendment,6
Bdss2FaxpzE,End Sanctuary Cities,Trump promises to end sanctuary cities and stop illegal immigration once and for all.,We will end the sanctuary cities immediately and stop illegal immigration once and for all no more Sanctuary cities.,Sanctuary cities and illegal immigration,8
Bdss2FaxpzE,Economic Growth and Manufacturing,Trump promises to turn the US into the manufacturing superpower of the world and stop the global theft of American jobs.,I will stop the global theft of American jobs and turn the us into the manufacturing superpower of the world.,Economic growth and job creation,7
Bdss2FaxpzE,End the War in Ukraine,Trump promises to end the war in Ukraine and prevent World War II.,I will end the war in Ukraine stop the chaos in the Middle East and prevent World War II I can do that.,International conflict and peace,6
Bdss2FaxpzE,Education Reform,Trump promises to remove critical race theory and transgender issues from schools.,Critical race Theory and transgender Insanity will be out of our schools immediately immediately and we will keep men out of women's sports.,Education and cultural issues,5
QhgTkbt9JjY,Infrastructure and Pandemic Funds,"Trump promises to address the nearly $1 trillion of infrastructure and pandemic funds that are yet to be spent, suggesting that the current administration's spending could lead to prolonged inflation.",did you know there is nearly $1 trillion of infrastructure and pandemic funds yet to be spent that's right there's a massive amount of money that the lame duck Administration is pushing hard to spend in their last few months,Unspent infrastructure and pandemic funds leading to potential inflation,8
QhgTkbt9JjY,Catholic Community Support,"Trump promises to work with the Catholic community and support their educational initiatives, as he did during his previous term by providing financial aid to Catholic schools.",I want to express my tremendous gratitude to the Catholic Community it's a great Community it's a community I've gotten along with all my life...we gave him billions of dollars and you know what he stayed open and they thrived,Support for Catholic educational institutions,7
QhgTkbt9JjY,Ukraine Conflict Resolution,"Trump promises to address and resolve the ongoing conflict in Ukraine, emphasizing the need to stop the violence and destruction.",so many people have been killed in Ukraine and we're going to get it we're going to get it settled up if we win as I'm president-elect I'm going to get that done,Ongoing conflict and violence in Ukraine,9
QhgTkbt9JjY,American Dream Revival,"Trump promises to revive the American Dream by creating a future defined by great ambitions and achievements, ensuring prosperity and freedom for future generations.",we can create a future defined by great Ambitions and Grand achievements that once again inspires the dreams of our children brings back the American dream,Reviving the American Dream and ensuring prosperity,8
QhgTkbt9JjY,Salt Tax Deduction,"Trump promises to work towards bringing back the SALT tax deduction, which affects taxpayers in high-tax states.",we will even work very hard to bring back the salt tax deduction we're going to bring it back,Restoration of SALT tax deduction,6
QhgTkbt9JjY,New York City Support,"Trump promises to work with New York City officials to make the city greater than ever before, focusing on collaboration with local leaders.",if I have the honor to be elected next month...I look forward to working together to make this city greater than ever before,Improving New York City through collaboration,7
BEv5ogN205A,Protect Michigan Auto Industry,Donald Trump promises to protect the Michigan auto industry by ending the Paris electric vehicle mandate and imposing tariffs on auto companies that ship jobs out of the country.,I believe Donald Trump will protect the Michigan auto he will end paris electric vehicle mandate that has crippled michig plans to he has plans to impose 200% tariffs on all all auto companies that want to ship our jobs out of the country he will save our jobs he will put American workers [Applause] first,Michigan auto industry and job protection,9
BEv5ogN205A,Tariffs on Foreign Auto Plants,Trump promises to impose significant tariffs on foreign auto plants to encourage them to build in the United States instead of Mexico.,I've been talking about in particular one giant plant bigger than anything you've ever seen... I'm going to put giant tariffs on of 100% And if that doesn't work I'll go to 200% I don't care they're not going to be selling cars here now if they want to build their plant here I hope here but at least in the United States someplace in the United States that's a whole different ball game,Foreign auto plants and job outsourcing,8
BEv5ogN205A,Death Penalty for Killing Police Officers,Trump promises to push for the death penalty for anyone who kills a police officer.,we also want to call for the death penalty for anybody killing a police officer we'll be pressing and thank you for your support,Law enforcement protection and justice,7
BEv5ogN205A,Immunity for Police Officers,Trump promises to provide immunity for police officers to protect them from legal repercussions when performing their duties.,we have to do it immunity for some of these place you said you have 14 people and you don't believe maybe one or two I mean maybe some are guilty of something but uh I would bet you a lot of them aren't and they're going through hell and their pensions going to be gone,Police officer protection and legal immunity,6
BEv5ogN205A,Rebuild American Industry,Trump promises to bring back American industry by using tariffs and other measures to encourage domestic manufacturing.,we're going to bring back a lot of industry and it's going to be a great uh fantastic presentation we appreciate it from everybody from everybody,American industry and job creation,8
BEv5ogN205A,Healthcare Reform,"Trump acknowledges the healthcare crisis and suggests a need for reform, focusing on reducing overmedication and promoting holistic health approaches.",we have a system that is looking to obtain lifelong consumers we're not really looking for cure or healing and that's very concerning to me,Healthcare system reform and overmedication,5
vSVjNoeGXf4,Rebuild Detroit's Economy,Trump promises to revitalize Detroit's economy by bringing back manufacturing jobs and making it a powerful jobs magnet.,we're going to bring it back better than it ever was better than it was many many years ago we're going to make Detroit great again,Economic decline in Detroit,9
vSVjNoeGXf4,Lower Corporate Tax Rate,Trump plans to reduce the corporate tax rate to 15% for companies that manufacture in America.,The centerpiece of this plan will be a 15% made in America corporate tax rate,High corporate taxes,8
vSVjNoeGXf4,Impose Tariffs on Foreign Products,Trump intends to impose tariffs on products made outside the U.S. to encourage domestic manufacturing.,if these companies don't make their cars and products here then they will pay a tariff a very stiff tariff,Outsourcing of manufacturing jobs,7
vSVjNoeGXf4,Massive Deportation Program,Trump promises to launch the largest deportation program in American history to remove illegal immigrants.,I will launch the largest deportation program in American history,Illegal immigration,10
vSVjNoeGXf4,End Electric Vehicle Mandate,Trump plans to terminate the electric vehicle mandate and end the green new deal.,I will terminate kamla's insane electric vehicle mandate and we will end the green news scam once and for all,Environmental regulations,6
vSVjNoeGXf4,Cut Energy Prices,Trump promises to cut energy prices in half within 12 months of taking office.,I will cut your energy prices in half within 12 months of taking office,High energy costs,8
vSVjNoeGXf4,"No Tax on Tips, Overtime, and Social Security","Trump plans to eliminate taxes on tips, overtime, and social security benefits for seniors.",we will also have no tax on tips no tax on overtime and no tax on social security benefit for our seniors,Tax burden on workers and seniors,7
vSVjNoeGXf4,Build It in America Plan,Trump's plan to incentivize companies to manufacture in the U.S. by offering tax benefits and imposing tariffs on foreign-made products.,we're going to call this policy Build It in America plan,Decline in domestic manufacturing,9
vSVjNoeGXf4,Protect American Jobs,Trump promises to protect American jobs by imposing tariffs and encouraging domestic production.,I will protect our workers I will protect our jobs,Job outsourcing,8
vSVjNoeGXf4,Restore Borders,Trump plans to restore U.S. borders and end the migrant invasion.,when I win on November 5th the migrant Invasion ends and the restoration of our country begins,Border security,10
vSVjNoeGXf4,Death Penalty for Migrant Crimes,Trump calls for the death penalty for any migrant that kills an American citizen or law enforcement officer.,I am here by calling for the death penalty for any migrant that kills an American citizen or a law enforcement officer,Crime by illegal immigrants,9
vSVjNoeGXf4,End Sanctuary Cities,Trump promises to end sanctuary cities and stop illegal immigration.,we will end Sanctuary cities and we will stop illegal immigration once and for all,Illegal immigration,9
vSVjNoeGXf4,Rebuild Military,Trump plans to strengthen and modernize the U.S. military.,we will strengthen and modernize our military,Military strength,7
vSVjNoeGXf4,End Critical Race Theory,Trump promises to remove critical race theory and transgender policies from schools.,we will get critical race Theory and transgender Insanity the hell out of our school,Education policies,6
vSVjNoeGXf4,Support Law Enforcement,Trump promises to support law enforcement with resources and respect.,I will crush violent crime and give our police the support protection resources and respect that they so dearly Reserve,Crime and law enforcement,8
Y-xVXFuBZJU,End Inflation,Trump promises to end inflation and bring jobs back to the country.,if you vote for me I will end inflation I will bring jobs back to our country,Inflation and job loss,9
Y-xVXFuBZJU,Seal Borders,Trump promises to seal the borders immediately and allow legal immigration.,we'll seal our borders immediately and we'll let people in you know we had the safest Border in the history of our country,Border security and immigration,8
Y-xVXFuBZJU,Energy Independence,Trump promises to end Kamala Harris's war on Pennsylvania energy and promote fracking and drilling.,I will end kamla Harris's war on Pennsylvania energy because you know she's going to ban you know she's going to ban fracking right 100%,Energy policy and independence,7
